,ells,Cl
1521,1521.0,4.728491707414719e-06
1522,1522.0,4.726652617383812e-06
1523,1523.0,4.724813527352904e-06
1524,1524.0,4.722974437321997e-06
1525,1525.0,4.721135347291089e-06
1526,1526.0,4.7192962572601816e-06
1527,1527.0,4.7174571672292735e-06
1528,1528.0,4.715618077198366e-06
1529,1529.0,4.713778987167458e-06
1530,1530.0,4.71193989713655e-06
1531,1531.0,4.710100807105643e-06
1532,1532.0,4.708261717074735e-06
1533,1533.0,4.7064226270438276e-06
1534,1534.0,4.7045835370129195e-06
1535,1535.0,4.702744446982012e-06
1536,1536.0,4.700905356951104e-06
1537,1537.0,4.699066266920197e-06
1538,1538.0,4.697227176889289e-06
1539,1539.0,4.695388086858382e-06
1540,1540.0,4.693548996827474e-06
1541,1541.0,4.684304196223901e-06
1542,1542.0,4.675059395620328e-06
1543,1543.0,4.665814595016755e-06
1544,1544.0,4.656569794413183e-06
1545,1545.0,4.64732499380961e-06
1546,1546.0,4.6380801932060375e-06
1547,1547.0,4.628835392602464e-06
1548,1548.0,4.619590591998892e-06
1549,1549.0,4.610345791395319e-06
1550,1550.0,4.601100990791746e-06
1551,1551.0,4.591856190188173e-06
1552,1552.0,4.582611389584601e-06
1553,1553.0,4.573366588981028e-06
1554,1554.0,4.5641217883774556e-06
1555,1555.0,4.554876987773882e-06
1556,1556.0,4.54563218717031e-06
1557,1557.0,4.536387386566737e-06
1558,1558.0,4.527142585963164e-06
1559,1559.0,4.517897785359591e-06
1560,1560.0,4.508652984756019e-06
1561,1561.0,4.5147353562369635e-06
1562,1562.0,4.520817727717908e-06
1563,1563.0,4.526900099198853e-06
1564,1564.0,4.532982470679799e-06
1565,1565.0,4.539064842160744e-06
1566,1566.0,4.545147213641688e-06
1567,1567.0,4.551229585122633e-06
1568,1568.0,4.557311956603578e-06
1569,1569.0,4.563394328084523e-06
1570,1570.0,4.5694766995654685e-06
1571,1571.0,4.575559071046413e-06
1572,1572.0,4.581641442527358e-06
1573,1573.0,4.587723814008303e-06
1574,1574.0,4.593806185489248e-06
1575,1575.0,4.599888556970193e-06
1576,1576.0,4.605970928451137e-06
1577,1577.0,4.612053299932083e-06
1578,1578.0,4.618135671413028e-06
1579,1579.0,4.624218042893973e-06
1580,1580.0,4.6303004143749175e-06
1581,1581.0,4.619636983967558e-06
1582,1582.0,4.608973553560199e-06
1583,1583.0,4.5983101231528395e-06
1584,1584.0,4.587646692745481e-06
1585,1585.0,4.576983262338121e-06
1586,1586.0,4.566319831930762e-06
1587,1587.0,4.555656401523403e-06
1588,1588.0,4.544992971116043e-06
1589,1589.0,4.5343295407086845e-06
1590,1590.0,4.523666110301325e-06
1591,1591.0,4.513002679893965e-06
1592,1592.0,4.5023392494866065e-06
1593,1593.0,4.491675819079247e-06
1594,1594.0,4.481012388671888e-06
1595,1595.0,4.4703489582645285e-06
1596,1596.0,4.459685527857169e-06
1597,1597.0,4.44902209744981e-06
1598,1598.0,4.4383586670424506e-06
1599,1599.0,4.427695236635092e-06
1600,1600.0,4.417031806227732e-06
1601,1601.0,4.408219053294717e-06
1602,1602.0,4.3994063003617e-06
1603,1603.0,4.390593547428684e-06
1604,1604.0,4.381780794495668e-06
1605,1605.0,4.3729680415626525e-06
1606,1606.0,4.364155288629636e-06
1607,1607.0,4.35534253569662e-06
1608,1608.0,4.346529782763604e-06
1609,1609.0,4.3377170298305885e-06
1610,1610.0,4.328904276897572e-06
1611,1611.0,4.320091523964556e-06
1612,1612.0,4.31127877103154e-06
1613,1613.0,4.302466018098524e-06
1614,1614.0,4.293653265165508e-06
1615,1615.0,4.2848405122324915e-06
1616,1616.0,4.276027759299476e-06
1617,1617.0,4.26721500636646e-06
1618,1618.0,4.258402253433444e-06
1619,1619.0,4.2495895005004275e-06
1620,1620.0,4.240776747567412e-06
1621,1621.0,4.236771716511752e-06
1622,1622.0,4.232766685456093e-06
1623,1623.0,4.228761654400433e-06
1624,1624.0,4.224756623344773e-06
1625,1625.0,4.220751592289114e-06
1626,1626.0,4.216746561233455e-06
1627,1627.0,4.212741530177795e-06
1628,1628.0,4.208736499122135e-06
1629,1629.0,4.204731468066476e-06
1630,1630.0,4.200726437010816e-06
1631,1631.0,4.196721405955156e-06
1632,1632.0,4.192716374899497e-06
1633,1633.0,4.1887113438438375e-06
1634,1634.0,4.184706312788178e-06
1635,1635.0,4.180701281732518e-06
1636,1636.0,4.176696250676859e-06
1637,1637.0,4.172691219621199e-06
1638,1638.0,4.168686188565539e-06
1639,1639.0,4.16468115750988e-06
1640,1640.0,4.16067612645422e-06
1641,1641.0,4.158681580196353e-06
1642,1642.0,4.156687033938486e-06
1643,1643.0,4.154692487680618e-06
1644,1644.0,4.152697941422751e-06
1645,1645.0,4.150703395164883e-06
1646,1646.0,4.148708848907016e-06
1647,1647.0,4.146714302649148e-06
1648,1648.0,4.144719756391281e-06
1649,1649.0,4.1427252101334135e-06
1650,1650.0,4.140730663875547e-06
1651,1651.0,4.138736117617679e-06
1652,1652.0,4.136741571359811e-06
1653,1653.0,4.134747025101944e-06
1654,1654.0,4.132752478844076e-06
1655,1655.0,4.130757932586209e-06
1656,1656.0,4.1287633863283414e-06
1657,1657.0,4.1267688400704745e-06
1658,1658.0,4.124774293812607e-06
1659,1659.0,4.12277974755474e-06
1660,1660.0,4.120785201296872e-06
1661,1661.0,4.1194374148843095e-06
1662,1662.0,4.118089628471747e-06
1663,1663.0,4.116741842059185e-06
1664,1664.0,4.115394055646622e-06
1665,1665.0,4.11404626923406e-06
1666,1666.0,4.112698482821496e-06
1667,1667.0,4.111350696408934e-06
1668,1668.0,4.1100029099963715e-06
1669,1669.0,4.108655123583809e-06
1670,1670.0,4.107307337171247e-06
1671,1671.0,4.105959550758684e-06
1672,1672.0,4.104611764346122e-06
1673,1673.0,4.103263977933559e-06
1674,1674.0,4.101916191520997e-06
1675,1675.0,4.100568405108434e-06
1676,1676.0,4.099220618695871e-06
1677,1677.0,4.097872832283309e-06
1678,1678.0,4.096525045870746e-06
1679,1679.0,4.095177259458184e-06
1680,1680.0,4.093829473045621e-06
1681,1681.0,4.08434333760252e-06
1682,1682.0,4.0748572021594185e-06
1683,1683.0,4.065371066716318e-06
1684,1684.0,4.0558849312732165e-06
1685,1685.0,4.046398795830115e-06
1686,1686.0,4.036912660387014e-06
1687,1687.0,4.027426524943912e-06
1688,1688.0,4.017940389500812e-06
1689,1689.0,4.00845425405771e-06
1690,1690.0,3.998968118614609e-06
1691,1691.0,3.989481983171507e-06
1692,1692.0,3.979995847728406e-06
1693,1693.0,3.970509712285305e-06
1694,1694.0,3.961023576842204e-06
1695,1695.0,3.951537441399102e-06
1696,1696.0,3.942051305956001e-06
1697,1697.0,3.9325651705128995e-06
1698,1698.0,3.923079035069799e-06
1699,1699.0,3.9135928996266975e-06
1700,1700.0,3.904106764183596e-06
1701,1701.0,3.910486404147615e-06
1702,1702.0,3.9168660441116345e-06
1703,1703.0,3.923245684075654e-06
1704,1704.0,3.929625324039673e-06
1705,1705.0,3.936004964003692e-06
1706,1706.0,3.942384603967711e-06
1707,1707.0,3.9487642439317305e-06
1708,1708.0,3.95514388389575e-06
1709,1709.0,3.961523523859769e-06
1710,1710.0,3.967903163823788e-06
1711,1711.0,3.974282803787807e-06
1712,1712.0,3.9806624437518265e-06
1713,1713.0,3.987042083715846e-06
1714,1714.0,3.993421723679865e-06
1715,1715.0,3.999801363643884e-06
1716,1716.0,4.006181003607903e-06
1717,1717.0,4.0125606435719226e-06
1718,1718.0,4.018940283535942e-06
1719,1719.0,4.025319923499961e-06
1720,1720.0,4.03169956346398e-06
1721,1721.0,4.025434153700428e-06
1722,1722.0,4.019168743936875e-06
1723,1723.0,4.012903334173322e-06
1724,1724.0,4.00663792440977e-06
1725,1725.0,4.000372514646217e-06
1726,1726.0,3.994107104882665e-06
1727,1727.0,3.987841695119113e-06
1728,1728.0,3.981576285355559e-06
1729,1729.0,3.975310875592007e-06
1730,1730.0,3.969045465828455e-06
1731,1731.0,3.962780056064902e-06
1732,1732.0,3.95651464630135e-06
1733,1733.0,3.950249236537797e-06
1734,1734.0,3.943983826774244e-06
1735,1735.0,3.937718417010692e-06
1736,1736.0,3.9314530072471395e-06
1737,1737.0,3.925187597483587e-06
1738,1738.0,3.918922187720034e-06
1739,1739.0,3.9126567779564815e-06
1740,1740.0,3.906391368192929e-06
1741,1741.0,3.898480323264444e-06
1742,1742.0,3.890569278335959e-06
1743,1743.0,3.882658233407473e-06
1744,1744.0,3.874747188478989e-06
1745,1745.0,3.866836143550503e-06
1746,1746.0,3.8589250986220184e-06
1747,1747.0,3.851014053693533e-06
1748,1748.0,3.843103008765048e-06
1749,1749.0,3.835191963836563e-06
1750,1750.0,3.827280918908078e-06
1751,1751.0,3.8193698739795924e-06
1752,1752.0,3.8114588290511073e-06
1753,1753.0,3.803547784122622e-06
1754,1754.0,3.795636739194137e-06
1755,1755.0,3.787725694265652e-06
1756,1756.0,3.779814649337167e-06
1757,1757.0,3.7719036044086817e-06
1758,1758.0,3.7639925594801966e-06
1759,1759.0,3.7560815145517115e-06
1760,1760.0,3.7481704696232264e-06
1761,1761.0,3.745824524977485e-06
1762,1762.0,3.7434785803317435e-06
1763,1763.0,3.741132635686002e-06
1764,1764.0,3.738786691040261e-06
1765,1765.0,3.7364407463945197e-06
1766,1766.0,3.7340948017487784e-06
1767,1767.0,3.7317488571030368e-06
1768,1768.0,3.7294029124572955e-06
1769,1769.0,3.7270569678115543e-06
1770,1770.0,3.7247110231658126e-06
1771,1771.0,3.7223650785200713e-06
1772,1772.0,3.72001913387433e-06
1773,1773.0,3.717673189228589e-06
1774,1774.0,3.7153272445828476e-06
1775,1775.0,3.712981299937106e-06
1776,1776.0,3.7106353552913646e-06
1777,1777.0,3.7082894106456234e-06
1778,1778.0,3.7059434659998817e-06
1779,1779.0,3.7035975213541405e-06
1780,1780.0,3.701251576708399e-06
1781,1781.0,3.7001003064459328e-06
1782,1782.0,3.6989490361834668e-06
1783,1783.0,3.6977977659210003e-06
1784,1784.0,3.6966464956585343e-06
1785,1785.0,3.695495225396068e-06
1786,1786.0,3.6943439551336015e-06
1787,1787.0,3.6931926848711355e-06
1788,1788.0,3.692041414608669e-06
1789,1789.0,3.690890144346203e-06
1790,1790.0,3.6897388740837366e-06
1791,1791.0,3.68858760382127e-06
1792,1792.0,3.687436333558804e-06
1793,1793.0,3.6862850632963378e-06
1794,1794.0,3.6851337930338717e-06
1795,1795.0,3.6839825227714053e-06
1796,1796.0,3.682831252508939e-06
1797,1797.0,3.681679982246473e-06
1798,1798.0,3.6805287119840065e-06
1799,1799.0,3.6793774417215405e-06
1800,1800.0,3.678226171459074e-06
1801,1801.0,3.6660866120112686e-06
1802,1802.0,3.653947052563463e-06
1803,1803.0,3.6418074931156577e-06
1804,1804.0,3.6296679336678522e-06
1805,1805.0,3.6175283742200468e-06
1806,1806.0,3.6053888147722417e-06
1807,1807.0,3.5932492553244363e-06
1808,1808.0,3.581109695876631e-06
1809,1809.0,3.5689701364288254e-06
1810,1810.0,3.55683057698102e-06
1811,1811.0,3.5446910175332145e-06
1812,1812.0,3.532551458085409e-06
1813,1813.0,3.5204118986376036e-06
1814,1814.0,3.508272339189798e-06
1815,1815.0,3.496132779741993e-06
1816,1816.0,3.4839932202941877e-06
1817,1817.0,3.471853660846382e-06
1818,1818.0,3.4597141013985768e-06
1819,1819.0,3.4475745419507713e-06
1820,1820.0,3.435434982502966e-06
1821,1821.0,3.436499923361075e-06
1822,1822.0,3.437564864219185e-06
1823,1823.0,3.4386298050772943e-06
1824,1824.0,3.4396947459354036e-06
1825,1825.0,3.4407596867935134e-06
1826,1826.0,3.4418246276516228e-06
1827,1827.0,3.442889568509732e-06
1828,1828.0,3.443954509367842e-06
1829,1829.0,3.445019450225951e-06
1830,1830.0,3.446084391084061e-06
1831,1831.0,3.4471493319421703e-06
1832,1832.0,3.4482142728002797e-06
1833,1833.0,3.4492792136583894e-06
1834,1834.0,3.4503441545164988e-06
1835,1835.0,3.451409095374608e-06
1836,1836.0,3.452474036232718e-06
1837,1837.0,3.4535389770908272e-06
1838,1838.0,3.4546039179489366e-06
1839,1839.0,3.4556688588070463e-06
1840,1840.0,3.4567337996651557e-06
1841,1841.0,3.453738846844598e-06
1842,1842.0,3.4507438940240397e-06
1843,1843.0,3.447748941203482e-06
1844,1844.0,3.444753988382924e-06
1845,1845.0,3.441759035562366e-06
1846,1846.0,3.438764082741808e-06
1847,1847.0,3.4357691299212503e-06
1848,1848.0,3.432774177100692e-06
1849,1849.0,3.4297792242801343e-06
1850,1850.0,3.4267842714595765e-06
1851,1851.0,3.4237893186390183e-06
1852,1852.0,3.4207943658184605e-06
1853,1853.0,3.4177994129979023e-06
1854,1854.0,3.4148044601773445e-06
1855,1855.0,3.4118095073567868e-06
1856,1856.0,3.4088145545362285e-06
1857,1857.0,3.4058196017156708e-06
1858,1858.0,3.402824648895113e-06
1859,1859.0,3.3998296960745548e-06
1860,1860.0,3.396834743253997e-06
1861,1861.0,3.3936885791511467e-06
1862,1862.0,3.3905424150482963e-06
1863,1863.0,3.387396250945446e-06
1864,1864.0,3.3842500868425957e-06
1865,1865.0,3.3811039227397454e-06
1866,1866.0,3.377957758636895e-06
1867,1867.0,3.3748115945340447e-06
1868,1868.0,3.3716654304311944e-06
1869,1869.0,3.368519266328344e-06
1870,1870.0,3.3653731022254938e-06
1871,1871.0,3.3622269381226435e-06
1872,1872.0,3.359080774019793e-06
1873,1873.0,3.355934609916943e-06
1874,1874.0,3.3527884458140925e-06
1875,1875.0,3.349642281711242e-06
1876,1876.0,3.346496117608392e-06
1877,1877.0,3.3433499535055415e-06
1878,1878.0,3.340203789402691e-06
1879,1879.0,3.337057625299841e-06
1880,1880.0,3.3339114611969906e-06
1881,1881.0,3.332344229755918e-06
1882,1882.0,3.3307769983148457e-06
1883,1883.0,3.3292097668737732e-06
1884,1884.0,3.327642535432701e-06
1885,1885.0,3.3260753039916284e-06
1886,1886.0,3.3245080725505563e-06
1887,1887.0,3.322940841109484e-06
1888,1888.0,3.3213736096684114e-06
1889,1889.0,3.319806378227339e-06
1890,1890.0,3.3182391467862666e-06
1891,1891.0,3.316671915345194e-06
1892,1892.0,3.3151046839041217e-06
1893,1893.0,3.3135374524630492e-06
1894,1894.0,3.3119702210219768e-06
1895,1895.0,3.3104029895809048e-06
1896,1896.0,3.3088357581398323e-06
1897,1897.0,3.30726852669876e-06
1898,1898.0,3.3057012952576874e-06
1899,1899.0,3.304134063816615e-06
1900,1900.0,3.3025668323755425e-06
1901,1901.0,3.301520168540072e-06
1902,1902.0,3.300473504704602e-06
1903,1903.0,3.2994268408691313e-06
1904,1904.0,3.298380177033661e-06
1905,1905.0,3.2973335131981906e-06
1906,1906.0,3.29628684936272e-06
1907,1907.0,3.29524018552725e-06
1908,1908.0,3.2941935216917793e-06
1909,1909.0,3.293146857856309e-06
1910,1910.0,3.2921001940208386e-06
1911,1911.0,3.291053530185368e-06
1912,1912.0,3.290006866349898e-06
1913,1913.0,3.2889602025144273e-06
1914,1914.0,3.287913538678957e-06
1915,1915.0,3.2868668748434866e-06
1916,1916.0,3.285820211008016e-06
1917,1917.0,3.284773547172546e-06
1918,1918.0,3.2837268833370753e-06
1919,1919.0,3.282680219501605e-06
1920,1920.0,3.2816335556661346e-06
1921,1921.0,3.27785648692558e-06
1922,1922.0,3.2740794181850252e-06
1923,1923.0,3.2703023494444706e-06
1924,1924.0,3.266525280703916e-06
1925,1925.0,3.2627482119633613e-06
1926,1926.0,3.2589711432228066e-06
1927,1927.0,3.255194074482252e-06
1928,1928.0,3.2514170057416973e-06
1929,1929.0,3.2476399370011426e-06
1930,1930.0,3.243862868260588e-06
1931,1931.0,3.2400857995200333e-06
1932,1932.0,3.2363087307794786e-06
1933,1933.0,3.232531662038924e-06
1934,1934.0,3.2287545932983693e-06
1935,1935.0,3.2249775245578146e-06
1936,1936.0,3.22120045581726e-06
1937,1937.0,3.2174233870767053e-06
1938,1938.0,3.2136463183361507e-06
1939,1939.0,3.209869249595596e-06
1940,1940.0,3.2060921808550413e-06
1941,1941.0,3.2025207074308476e-06
1942,1942.0,3.1989492340066544e-06
1943,1943.0,3.1953777605824607e-06
1944,1944.0,3.1918062871582674e-06
1945,1945.0,3.1882348137340737e-06
1946,1946.0,3.1846633403098804e-06
1947,1947.0,3.1810918668856867e-06
1948,1948.0,3.1775203934614934e-06
1949,1949.0,3.1739489200372997e-06
1950,1950.0,3.170377446613106e-06
1951,1951.0,3.1668059731889128e-06
1952,1952.0,3.163234499764719e-06
1953,1953.0,3.159663026340526e-06
1954,1954.0,3.156091552916332e-06
1955,1955.0,3.152520079492139e-06
1956,1956.0,3.148948606067945e-06
1957,1957.0,3.145377132643752e-06
1958,1958.0,3.141805659219558e-06
1959,1959.0,3.138234185795365e-06
1960,1960.0,3.134662712371171e-06
1961,1961.0,3.129560536859601e-06
1962,1962.0,3.124458361348031e-06
1963,1963.0,3.119356185836461e-06
1964,1964.0,3.1142540103248907e-06
1965,1965.0,3.1091518348133204e-06
1966,1966.0,3.1040496593017505e-06
1967,1967.0,3.0989474837901806e-06
1968,1968.0,3.0938453082786103e-06
1969,1969.0,3.08874313276704e-06
1970,1970.0,3.08364095725547e-06
1971,1971.0,3.0785387817439e-06
1972,1972.0,3.07343660623233e-06
1973,1973.0,3.0683344307207595e-06
1974,1974.0,3.0632322552091896e-06
1975,1975.0,3.0581300796976197e-06
1976,1976.0,3.0530279041860493e-06
1977,1977.0,3.047925728674479e-06
1978,1978.0,3.042823553162909e-06
1979,1979.0,3.037721377651339e-06
1980,1980.0,3.032619202139769e-06
1981,1981.0,3.032913550960524e-06
1982,1982.0,3.0332078997812786e-06
1983,1983.0,3.0335022486020337e-06
1984,1984.0,3.0337965974227888e-06
1985,1985.0,3.0340909462435434e-06
1986,1986.0,3.0343852950642985e-06
1987,1987.0,3.0346796438850536e-06
1988,1988.0,3.0349739927058083e-06
1989,1989.0,3.0352683415265633e-06
1990,1990.0,3.0355626903473184e-06
1991,1991.0,3.035857039168073e-06
1992,1992.0,3.036151387988828e-06
1993,1993.0,3.036445736809583e-06
1994,1994.0,3.036740085630338e-06
1995,1995.0,3.037034434451093e-06
1996,1996.0,3.0373287832718476e-06
1997,1997.0,3.0376231320926027e-06
1998,1998.0,3.037917480913358e-06
1999,1999.0,3.0382118297341125e-06
2000,2000.0,3.0385061785548675e-06
2001,2001.0,3.039216346144249e-06
2002,2002.0,3.0399265137336307e-06
2003,2003.0,3.0406366813230128e-06
2004,2004.0,3.0413468489123944e-06
2005,2005.0,3.042057016501776e-06
2006,2006.0,3.042767184091158e-06
2007,2007.0,3.0434773516805396e-06
2008,2008.0,3.044187519269921e-06
2009,2009.0,3.0448976868593028e-06
2010,2010.0,3.0456078544486844e-06
2011,2011.0,3.0463180220380664e-06
2012,2012.0,3.047028189627448e-06
2013,2013.0,3.0477383572168296e-06
2014,2014.0,3.0484485248062116e-06
2015,2015.0,3.0491586923955932e-06
2016,2016.0,3.049868859984975e-06
2017,2017.0,3.0505790275743564e-06
2018,2018.0,3.051289195163738e-06
2019,2019.0,3.05199936275312e-06
2020,2020.0,3.0527095303425016e-06
2021,2021.0,3.0458239093243903e-06
2022,2022.0,3.038938288306279e-06
2023,2023.0,3.0320526672881675e-06
2024,2024.0,3.025167046270056e-06
2025,2025.0,3.0182814252519447e-06
2026,2026.0,3.0113958042338333e-06
2027,2027.0,3.004510183215722e-06
2028,2028.0,2.9976245621976105e-06
2029,2029.0,2.990738941179499e-06
2030,2030.0,2.9838533201613873e-06
2031,2031.0,2.976967699143276e-06
2032,2032.0,2.9700820781251645e-06
2033,2033.0,2.963196457107053e-06
2034,2034.0,2.9563108360889417e-06
2035,2035.0,2.9494252150708303e-06
2036,2036.0,2.942539594052719e-06
2037,2037.0,2.9356539730346076e-06
2038,2038.0,2.928768352016496e-06
2039,2039.0,2.9218827309983848e-06
2040,2040.0,2.9149971099802734e-06
2041,2041.0,2.912725657761815e-06
2042,2042.0,2.910454205543357e-06
2043,2043.0,2.9081827533248985e-06
2044,2044.0,2.9059113011064405e-06
2045,2045.0,2.903639848887982e-06
2046,2046.0,2.9013683966695236e-06
2047,2047.0,2.8990969444510656e-06
2048,2048.0,2.896825492232607e-06
2049,2049.0,2.894554040014149e-06
2050,2050.0,2.8922825877956908e-06
2051,2051.0,2.8900111355772323e-06
2052,2052.0,2.8877396833587743e-06
2053,2053.0,2.885468231140316e-06
2054,2054.0,2.883196778921858e-06
2055,2055.0,2.8809253267033994e-06
2056,2056.0,2.878653874484941e-06
2057,2057.0,2.876382422266483e-06
2058,2058.0,2.8741109700480246e-06
2059,2059.0,2.8718395178295666e-06
2060,2060.0,2.869568065611108e-06
2061,2061.0,2.8658825901710173e-06
2062,2062.0,2.8621971147309265e-06
2063,2063.0,2.858511639290836e-06
2064,2064.0,2.8548261638507454e-06
2065,2065.0,2.8511406884106546e-06
2066,2066.0,2.847455212970564e-06
2067,2067.0,2.843769737530473e-06
2068,2068.0,2.8400842620903827e-06
2069,2069.0,2.836398786650292e-06
2070,2070.0,2.832713311210201e-06
2071,2071.0,2.8290278357701103e-06
2072,2072.0,2.8253423603300195e-06
2073,2073.0,2.821656884889929e-06
2074,2074.0,2.8179714094498383e-06
2075,2075.0,2.8142859340097476e-06
2076,2076.0,2.8106004585696568e-06
2077,2077.0,2.806914983129566e-06
2078,2078.0,2.8032295076894756e-06
2079,2079.0,2.799544032249385e-06
2080,2080.0,2.795858556809294e-06
2081,2081.0,2.7953521501455412e-06
2082,2082.0,2.7948457434817885e-06
2083,2083.0,2.7943393368180357e-06
2084,2084.0,2.7938329301542825e-06
2085,2085.0,2.7933265234905297e-06
2086,2086.0,2.792820116826777e-06
2087,2087.0,2.792313710163024e-06
2088,2088.0,2.7918073034992713e-06
2089,2089.0,2.7913008968355185e-06
2090,2090.0,2.7907944901717653e-06
2091,2091.0,2.7902880835080125e-06
2092,2092.0,2.7897816768442597e-06
2093,2093.0,2.789275270180507e-06
2094,2094.0,2.788768863516754e-06
2095,2095.0,2.7882624568530014e-06
2096,2096.0,2.7877560501892486e-06
2097,2097.0,2.7872496435254954e-06
2098,2098.0,2.7867432368617426e-06
2099,2099.0,2.78623683019799e-06
2100,2100.0,2.785730423534237e-06
2101,2101.0,2.782941977443572e-06
2102,2102.0,2.7801535313529063e-06
2103,2103.0,2.777365085262241e-06
2104,2104.0,2.7745766391715756e-06
2105,2105.0,2.7717881930809104e-06
2106,2106.0,2.768999746990245e-06
2107,2107.0,2.7662113008995797e-06
2108,2108.0,2.763422854808914e-06
2109,2109.0,2.760634408718249e-06
2110,2110.0,2.7578459626275834e-06
2111,2111.0,2.7550575165369182e-06
2112,2112.0,2.752269070446253e-06
2113,2113.0,2.7494806243555875e-06
2114,2114.0,2.7466921782649224e-06
2115,2115.0,2.743903732174257e-06
2116,2116.0,2.7411152860835916e-06
2117,2117.0,2.738326839992926e-06
2118,2118.0,2.735538393902261e-06
2119,2119.0,2.7327499478115953e-06
2120,2120.0,2.72996150172093e-06
2121,2121.0,2.7287093891119497e-06
2122,2122.0,2.7274572765029688e-06
2123,2123.0,2.7262051638939883e-06
2124,2124.0,2.7249530512850077e-06
2125,2125.0,2.723700938676027e-06
2126,2126.0,2.7224488260670463e-06
2127,2127.0,2.721196713458066e-06
2128,2128.0,2.7199446008490853e-06
2129,2129.0,2.7186924882401044e-06
2130,2130.0,2.717440375631124e-06
2131,2131.0,2.7161882630221434e-06
2132,2132.0,2.7149361504131624e-06
2133,2133.0,2.713684037804182e-06
2134,2134.0,2.7124319251952014e-06
2135,2135.0,2.711179812586221e-06
2136,2136.0,2.70992769997724e-06
2137,2137.0,2.7086755873682595e-06
2138,2138.0,2.707423474759279e-06
2139,2139.0,2.706171362150298e-06
2140,2140.0,2.7049192495413176e-06
2141,2141.0,2.701707985184738e-06
2142,2142.0,2.698496720828158e-06
2143,2143.0,2.695285456471579e-06
2144,2144.0,2.692074192114999e-06
2145,2145.0,2.6888629277584194e-06
2146,2146.0,2.68565166340184e-06
2147,2147.0,2.6824403990452604e-06
2148,2148.0,2.6792291346886807e-06
2149,2149.0,2.676017870332101e-06
2150,2150.0,2.6728066059755213e-06
2151,2151.0,2.669595341618942e-06
2152,2152.0,2.6663840772623623e-06
2153,2153.0,2.6631728129057825e-06
2154,2154.0,2.6599615485492033e-06
2155,2155.0,2.6567502841926235e-06
2156,2156.0,2.653539019836044e-06
2157,2157.0,2.650327755479464e-06
2158,2158.0,2.6471164911228844e-06
2159,2159.0,2.643905226766305e-06
2160,2160.0,2.6406939624097254e-06
2161,2161.0,2.637290949994799e-06
2162,2162.0,2.633887937579873e-06
2163,2163.0,2.6304849251649464e-06
2164,2164.0,2.6270819127500204e-06
2165,2165.0,2.623678900335094e-06
2166,2166.0,2.620275887920168e-06
2167,2167.0,2.6168728755052414e-06
2168,2168.0,2.6134698630903154e-06
2169,2169.0,2.610066850675389e-06
2170,2170.0,2.606663838260463e-06
2171,2171.0,2.6032608258455365e-06
2172,2172.0,2.59985781343061e-06
2173,2173.0,2.596454801015684e-06
2174,2174.0,2.5930517886007575e-06
2175,2175.0,2.5896487761858315e-06
2176,2176.0,2.586245763770905e-06
2177,2177.0,2.582842751355979e-06
2178,2178.0,2.5794397389410525e-06
2179,2179.0,2.5760367265261265e-06
2180,2180.0,2.5726337141112e-06
2181,2181.0,2.571930850268702e-06
2182,2182.0,2.5712279864262034e-06
2183,2183.0,2.5705251225837053e-06
2184,2184.0,2.5698222587412068e-06
2185,2185.0,2.5691193948987087e-06
2186,2186.0,2.5684165310562106e-06
2187,2187.0,2.567713667213712e-06
2188,2188.0,2.567010803371214e-06
2189,2189.0,2.5663079395287154e-06
2190,2190.0,2.5656050756862173e-06
2191,2191.0,2.5649022118437192e-06
2192,2192.0,2.5641993480012207e-06
2193,2193.0,2.5634964841587226e-06
2194,2194.0,2.562793620316224e-06
2195,2195.0,2.562090756473726e-06
2196,2196.0,2.561387892631228e-06
2197,2197.0,2.5606850287887293e-06
2198,2198.0,2.5599821649462312e-06
2199,2199.0,2.5592793011037327e-06
2200,2200.0,2.5585764372612346e-06
2201,2201.0,2.5560966555075275e-06
2202,2202.0,2.55361687375382e-06
2203,2203.0,2.551137092000113e-06
2204,2204.0,2.5486573102464055e-06
2205,2205.0,2.5461775284926984e-06
2206,2206.0,2.543697746738991e-06
2207,2207.0,2.541217964985284e-06
2208,2208.0,2.5387381832315763e-06
2209,2209.0,2.5362584014778693e-06
2210,2210.0,2.533778619724162e-06
2211,2211.0,2.5312988379704547e-06
2212,2212.0,2.5288190562167476e-06
2213,2213.0,2.52633927446304e-06
2214,2214.0,2.523859492709333e-06
2215,2215.0,2.5213797109556255e-06
2216,2216.0,2.5188999292019185e-06
2217,2217.0,2.516420147448211e-06
2218,2218.0,2.513940365694504e-06
2219,2219.0,2.5114605839407964e-06
2220,2220.0,2.5089808021870893e-06
2221,2221.0,2.510520347582149e-06
2222,2222.0,2.512059892977208e-06
2223,2223.0,2.513599438372268e-06
2224,2224.0,2.5151389837673275e-06
2225,2225.0,2.5166785291623867e-06
2226,2226.0,2.5182180745574464e-06
2227,2227.0,2.519757619952506e-06
2228,2228.0,2.5212971653475657e-06
2229,2229.0,2.522836710742625e-06
2230,2230.0,2.5243762561376845e-06
2231,2231.0,2.525915801532744e-06
2232,2232.0,2.5274553469278034e-06
2233,2233.0,2.528994892322863e-06
2234,2234.0,2.5305344377179227e-06
2235,2235.0,2.5320739831129824e-06
2236,2236.0,2.5336135285080416e-06
2237,2237.0,2.5351530739031013e-06
2238,2238.0,2.536692619298161e-06
2239,2239.0,2.53823216469322e-06
